Serial_No,Constituency_ No.,Constituency_Name,Total_Electors,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percent_Valid_Votes,Percent_Total_Electors
17,138, MANAPPARAI ,268165,Rajavarman .r,MALE,39,GENERAL,tavk,Camera,154,1,155,0.06,0.06
18,138, MANAPPARAI ,268165,Kuttaian,MALE,61,SC,IND,Bucket,121,5,126,0.05,0.05
19,138, MANAPPARAI ,268165,A. Raman,MALE,56,GENERAL,IND,Water melon,106,1,107,0.04,0.04
1,139, SRIRANGAM ,287214,Ramesh,MALE,31,GENERAL,TVK,Whistle,102496,739,103235,40.49,35.94
2,139, SRIRANGAM ,287214,S. Durairaj,MALE,49,GENERAL,DMK,Rising sun,68723,922,69645,27.31,24.25
3,139, SRIRANGAM ,287214,R.manoharan,MALE,69,GENERAL,ADMK,Two leaves,65027,792,65819,25.81,22.92
4,139, SRIRANGAM ,287214,Dharmaraj. M,MALE,25,GENERAL,NTK,Carrying,10899,127,11026,4.32,3.84
7,139, SRIRANGAM ,287214,Murali .n,MALE,44,GENERAL,tavk,Camera,401,4,405,0.16,0.14
8,139, SRIRANGAM ,287214,Ramesh.r,MALE,47,GENERAL,IND,Clip,403,1,404,0.16,0.14
9,139, SRIRANGAM ,287214,Allimuthu.m,MALE,60,SC,BSP,Elephant,365,6,371,0.15,0.13
10,139, SRIRANGAM ,287214,S. Durairaj,MALE,46,GENERAL,IND,Cauliflower,297,1,298,0.12,0.1
11,139, SRIRANGAM ,287214,Shashi Kiran .k .n,MALE,32,GENERAL,IND,Diamond,295,3,298,0.12,0.1
12,139, SRIRANGAM ,287214,Krishnakumar.a,MALE,33,GENERAL,IND,Batsman,293,5,298,0.12,0.1
16,139, SRIRANGAM ,287214,Karthick.s,MALE,31,GENERAL,IND,Gas Stove,218,0,218,0.09,0.08
18,139, SRIRANGAM ,287214,Newton.a,MALE,36,SC,PT,Gas cylinder,159,7,166,0.07,0.06
19,139, SRIRANGAM ,287214,K. Sakthivel,MALE,47,GENERAL,APTADMK,Jackfruit,156,2,158,0.06,0.06
20,139, SRIRANGAM ,287214,Ravichandiran.n,MALE,60,GENERAL,IND,Belt,98,1,99,0.04,0.03
21,139, SRIRANGAM ,287214,Paramasivam,MALE,55,SC,IND,Box,84,2,86,0.03,0.03
22,139, SRIRANGAM ,287214,Mohamed Musthafa. M,MALE,51,GENERAL,IND,Pen stand,83,1,84,0.03,0.03
1,140, TIRUCHIRAPPALLI (WEST) ,238980,K.n.nehru,MALE,73,GENERAL,DMK,Rising sun,86969,1266,88235,44.94,36.92
2,140, TIRUCHIRAPPALLI (WEST) ,238980,G.ramamoorthi,MALE,70,GENERAL,TVK,Whistle,82817,632,83449,42.5,34.92
4,140, TIRUCHIRAPPALLI (WEST) ,238980,K.bhuvaneswari,FEMALE,40,GENERAL,NTK,Carrying,7384,86,7470,3.8,3.13
6,140, TIRUCHIRAPPALLI (WEST) ,238980,Chinnaiyan Poosari,MALE,41,GENERAL,BSP,Elephant,442,11,453,0.23,0.19
7,140, TIRUCHIRAPPALLI (WEST) ,238980,Jeevanantham.m,MALE,49,GENERAL,IND,Diamond,323,0,323,0.16,0.14
8,140, TIRUCHIRAPPALLI (WEST) ,238980,R.prabu,MALE,46,GENERAL,tavk,Camera,302,8,310,0.16,0.13
9,140, TIRUCHIRAPPALLI (WEST) ,238980,A.vasudevan,MALE,62,GENERAL,IND,Almirah,155,3,158,0.08,0.07
12,140, TIRUCHIRAPPALLI (WEST) ,238980,Sundarapandiyaraja,MALE,36,GENERAL,IND,Gas cylinder,116,6,122,0.06,0.05
14,140, TIRUCHIRAPPALLI (WEST) ,238980,M.kalaimani,MALE,46,GENERAL,IND,Matchbox,107,1,108,0.06,0.05
15,140, TIRUCHIRAPPALLI (WEST) ,238980,M.chandrasekaran,MALE,66,GENERAL,IND,Flute,74,2,76,0.04,0.03
1,141, TIRUCHIRAPPALLI (EAST) ,220240,C. Joseph Vijay,MALE,51,GENERAL,TVK,Whistle,90431,950,91381,50.07,41.49
2,141, TIRUCHIRAPPALLI (EAST) ,220240,S. Inigo Irudayaraj,MALE,53,GENERAL,DMK,Rising sun,62859,1106,63965,35.05,29.04
3,141, TIRUCHIRAPPALLI (EAST) ,220240,G. Rajasekaran,MALE,53,GENERAL,ADMK,Two leaves,19437,278,19715,10.8,8.95
4,141, TIRUCHIRAPPALLI (EAST) ,220240,Dr.krishnasamy .v,MALE,38,GENERAL,NTK,Carrying,4725,65,4790,2.62,2.17
6,141, TIRUCHIRAPPALLI (EAST) ,220240,P. Charles Sagayaraj,MALE,49,GENERAL,IND,Plate stand,390,0,390,0.21,0.18
7,141, TIRUCHIRAPPALLI (EAST) ,220240,Vijaia Mohanaaji .ma,MALE,73,GENERAL,VidVP,Chappals,234,1,235,0.13,0.11
8,141, TIRUCHIRAPPALLI (EAST) ,220240,R. Elangovan,MALE,60,SC,BSP,Elephant,227,7,234,0.13,0.11
9,141, TIRUCHIRAPPALLI (EAST) ,220240,Royal Raja,MALE,42,GENERAL,tavk,Camera,165,2,167,0.09,0.08
10,141, TIRUCHIRAPPALLI (EAST) ,220240,Vijay .k,MALE,46,GENERAL,AIJYMKG,Trumpet,138,3,141,0.08,0.06
11,141, TIRUCHIRAPPALLI (EAST) ,220240,Kannan .s,MALE,31,GENERAL,IND,Mike,137,1,138,0.08,0.06
13,141, TIRUCHIRAPPALLI (EAST) ,220240,G. Sebastian Anand,MALE,37,GENERAL,IND,Diamond,124,0,124,0.07,0.06
14,141, TIRUCHIRAPPALLI (EAST) ,220240,S. Panneer Selvam,MALE,59,GENERAL,IND,Scissors,109,0,109,0.06,0.05
15,141, TIRUCHIRAPPALLI (EAST) ,220240,Anand Selvaraj,MALE,37,GENERAL,NMSP,Ship,105,0,105,0.06,0.05
17,141, TIRUCHIRAPPALLI (EAST) ,220240,T. Gangai Ulaganathan,MALE,47,GENERAL,IND,Ring,78,1,79,0.04,0.04
18,141, TIRUCHIRAPPALLI (EAST) ,220240,N. Gobinath,MALE,45,SC,PT,Gas cylinder,61,2,63,0.03,0.03
19,141, TIRUCHIRAPPALLI (EAST) ,220240,P. Rajendran,MALE,70,GENERAL,IND,Bat,48,0,48,0.03,0.02
20,141, TIRUCHIRAPPALLI (EAST) ,220240,J. Robert Christy,MALE,62,GENERAL,IND,Matchbox,29,2,31,0.02,0.01
2,142, THIRUVERUMBUR ,259701,Anbil Mahesh Poyyamozhi,MALE,48,GENERAL,DMK,Rising sun,79778,1354,81132,37.99,31.24
3,142, THIRUVERUMBUR ,259701,Kumar. P,MALE,54,GENERAL,ADMK,Two leaves,29122,351,29473,13.8,11.35
4,142, THIRUVERUMBUR ,259701,Rajessh. T,MALE,46,GENERAL,NTK,Carrying,9196,115,9311,4.36,3.59
6,142, THIRUVERUMBUR ,259701,Muruganantham. G,MALE,46,SC,IND,Scissors,441,0,441,0.21,0.17
7,142, THIRUVERUMBUR ,259701,Poulosh. D,MALE,49,GENERAL,IND,Ship,284,7,291,0.14,0.11
8,142, THIRUVERUMBUR ,259701,Ranjith. S,MALE,39,GENERAL,tavk,Camera,251,2,253,0.12,0.1
9,142, THIRUVERUMBUR ,259701,Pitchaimuthu. A,MALE,52,SC,PT,Gas cylinder,226,11,237,0.11,0.09
10,142, THIRUVERUMBUR ,259701,Dr. Mohana Chelvan. P,MALE,52,GENERAL,IND,Telephone,202,1,203,0.1,0.08
11,142, THIRUVERUMBUR ,259701,Visithra. S,FEMALE,31,SC,BSP,Elephant,191,3,194,0.09,0.07
14,142, THIRUVERUMBUR ,259701,Vetrivel Kanna. P,MALE,28,GENERAL,IND,Diamond,169,4,173,0.08,0.07
15,142, THIRUVERUMBUR ,259701,Jayachandran. P,MALE,55,GENERAL,IND,Room cooler,133,0,133,0.06,0.05
18,142, THIRUVERUMBUR ,259701,Charles. S,MALE,71,GENERAL,IND,Gramophone,100,1,101,0.05,0.04
20,142, THIRUVERUMBUR ,259701,Yesuraj. I,MALE,66,GENERAL,IND,Bucket,63,1,64,0.03,0.02
21,142, THIRUVERUMBUR ,259701,Vijayakumar. N,MALE,64,GENERAL,IND,Road roller,51,3,54,0.03,0.02
23,142, THIRUVERUMBUR ,259701,Vijayakumar. C,MALE,45,SC,IND,Bricks,47,1,48,0.02,0.02
24,142, THIRUVERUMBUR ,259701,Ramachandran. V,MALE,69,GENERAL,IND,Matchbox,46,1,47,0.02,0.02
26,142, THIRUVERUMBUR ,259701,Kumar. K,MALE,72,GENERAL,IND,Box,40,0,40,0.02,0.02
27,142, THIRUVERUMBUR ,259701,Vincentraj. A,MALE,48,SC,IND,Table,34,0,34,0.02,0.01
1,143, LALGUDI ,212403,Leemarose Martin,FEMALE,58,GENERAL,ADMK,Two leaves,60329,466,60795,32.82,28.62
2,143, LALGUDI ,212403,Ku Pa Krishnan,MALE,76,GENERAL,TVK,Whistle,57595,461,58056,31.35,27.33
3,143, LALGUDI ,212403,T. Parivallal,MALE,50,GENERAL,DMK,Rising sun,54796,769,55565,30,26.16
4,143, LALGUDI ,212403,N. Madhan,MALE,30,GENERAL,NTK,Carrying,6907,85,6992,3.78,3.29
5,143, LALGUDI ,212403,R. Dineshkumar,MALE,36,GENERAL,IND,Batsman,401,2,403,0.22,0.19
8,143, LALGUDI ,212403,Pratheeba,FEMALE,44,GENERAL,BSP,Elephant,346,2,348,0.19,0.16
10,143, LALGUDI ,212403,Dhanamoorthy .r,MALE,42,GENERAL,IND,T.V. Remote,219,1,220,0.12,0.1
12,143, LALGUDI ,212403,E. Yesudoss,MALE,59,GENERAL,TMNK,Electric pole,182,1,183,0.1,0.09
13,143, LALGUDI ,212403,V. Muthusamy,MALE,76,GENERAL,IND,Water tank,170,0,170,0.09,0.08
15,143, LALGUDI ,212403,P. Saravanan,MALE,49,GENERAL,tavk,Camera,135,0,135,0.07,0.06
16,143, LALGUDI ,212403,P. Elanchezhiyan,MALE,43,GENERAL,PT,Gas cylinder,130,1,131,0.07,0.06
17,143, LALGUDI ,212403,K. Senthilkumar,MALE,50,GENERAL,IND,Gramophone,129,1,130,0.07,0.06
18,143, LALGUDI ,212403,M. Rameshkumar,MALE,38,GENERAL,IND,Diamond,119,1,120,0.06,0.06
19,143, LALGUDI ,212403,Mansoor Alikhan,MALE,63,GENERAL,IND,Truck,98,3,101,0.05,0.05
20,143, LALGUDI ,212403,K. Dharmaraj,MALE,54,GENERAL,IND,Iron,85,1,86,0.05,0.04
21,143, LALGUDI ,212403,A. Jegan Salamondoss,MALE,47,GENERAL,IND,Scissors,72,0,72,0.04,0.03
22,143, LALGUDI ,212403,A. Amalan Savarimuthu,MALE,53,GENERAL,IND,Tooth paste,67,1,68,0.04,0.03
23,143, LALGUDI ,212403,M. Krishnan,MALE,56,GENERAL,IND,Letter box,66,0,66,0.04,0.03
25,143, LALGUDI ,212403,R. Tamilarasan,MALE,53,GENERAL,IND,Gas Stove,49,3,52,0.03,0.02
1,144, MANACHANALLUR ,236632,Kathiravan. S,MALE,51,GENERAL,DMK,Rising sun,80054,1393,81447,38.82,34.42
2,144, MANACHANALLUR ,236632,V.saravanan,MALE,42,GENERAL,TVK,Whistle,68550,533,69083,32.93,29.19
3,144, MANACHANALLUR ,236632,R.v. Bharathan,MALE,44,GENERAL,ADMK,Two leaves,45686,380,46066,21.96,19.47
4,144, MANACHANALLUR ,236632,Thenmozhi. R,FEMALE,31,GENERAL,NTK,Carrying,9187,102,9289,4.43,3.93
6,144, MANACHANALLUR ,236632,Ramesh Kumar. G,MALE,48,GENERAL,IND,Bat,498,0,498,0.24,0.21
9,144, MANACHANALLUR ,236632,Radhakrishnan. S,MALE,36,GENERAL,IND,Diamond,340,1,341,0.16,0.14
10,144, MANACHANALLUR ,236632,Ramprasad. N,MALE,39,SC,IND,Scissors,230,0,230,0.11,0.1
11,144, MANACHANALLUR ,236632,Balu. M,MALE,45,SC,PT,Gas cylinder,183,3,186,0.09,0.08
12,144, MANACHANALLUR ,236632,Raju. V,MALE,53,GENERAL,IND,Cake,153,0,153,0.07,0.06
13,144, MANACHANALLUR ,236632,K. Senthilkumar,MALE,47,GENERAL,SMKNK,Bucket,140,0,140,0.07,0.06
14,144, MANACHANALLUR ,236632,Karthikeyan. P,MALE,47,SC,IND,Computer,131,1,132,0.06,0.06
15,144, MANACHANALLUR ,236632,Saravanakumar. S,MALE,38,GENERAL,IND,Matchbox,130,0,130,0.06,0.05
17,144, MANACHANALLUR ,236632,Shanmugam. V.t,MALE,52,GENERAL,IND,Ship,113,0,113,0.05,0.05
18,144, MANACHANALLUR ,236632,Divesh. S,MALE,40,GENERAL,IND,Chess board,102,1,103,0.05,0.04
19,144, MANACHANALLUR ,236632,Satheeskumar. K,MALE,40,GENERAL,IND,Box,76,4,80,0.04,0.03
20,144, MANACHANALLUR ,236632,Revathi. S,FEMALE,42,GENERAL,AKINMKMRK,Balloon,74,1,75,0.04,0.03
21,144, MANACHANALLUR ,236632,Veeraiya. C,MALE,57,GENERAL,tavk,Camera,62,0,62,0.03,0.03
22,144, MANACHANALLUR ,236632,Jayaraman. M,MALE,51,GENERAL,IND,Jackfruit,52,0,52,0.02,0.02
23,144, MANACHANALLUR ,236632,Gopalakrishnan. V,MALE,54,GENERAL,IND,Calculator,44,0,44,0.02,0.02
1,145, MUSIRI ,214146,M.vignesh,MALE,34,GENERAL,TVK,Whistle,70317,964,71281,37.69,33.29
2,145, MUSIRI ,214146,N.s.karunairaaja,MALE,51,GENERAL,DMK,Rising sun,52345,1494,53839,28.47,25.14
3,145, MUSIRI ,214146,N.yoganathan,MALE,56,GENERAL,ADMK,Two leaves,51149,912,52061,27.52,24.31
4,145, MUSIRI ,214146,G. Bakiyalakshmi,FEMALE,37,GENERAL,NTK,Carrying,8184,173,8357,4.42,3.9
6,145, MUSIRI ,214146,M.chinnaiyan,MALE,52,SC,PT,Gas cylinder,668,9,677,0.36,0.32
7,145, MUSIRI ,214146,P.loganathan M.sc.m.phil.,MALE,32,GENERAL,IND,Helmet,483,4,487,0.26,0.23
10,145, MUSIRI ,214146,C.palanisamy,MALE,42,SC,tavk,Camera,259,6,265,0.14,0.12
11,145, MUSIRI ,214146,K.dhivya,FEMALE,35,GENERAL,RTSMJD,Ship,248,5,253,0.13,0.12
12,145, MUSIRI ,214146,S.venkateshwaran,MALE,42,SC,ACDP,Jackfruit,239,0,239,0.13,0.11
1,146, THURAIYUR (SC) ,210753,Ravisankar.m,MALE,41,SC,TVK,Whistle,65711,552,66263,35.93,31.44
2,146, THURAIYUR (SC) ,210753,E.saroja,FEMALE,51,SC,ADMK,Two leaves,56069,580,56649,30.72,26.88
3,146, THURAIYUR (SC) ,210753,M.lenin Prasath,MALE,37,SC,INC,Hand,48396,826,49222,26.69,23.36
4,146, THURAIYUR (SC) ,210753,S Kowsalya,FEMALE,34,SC,NTK,Carrying,8305,131,8436,4.57,4
6,146, THURAIYUR (SC) ,210753,P.srinivasan,MALE,71,SC,BSP,Elephant,582,6,588,0.32,0.28
8,146, THURAIYUR (SC) ,210753,M. Ravichandran,MALE,59,SC,IND,Television,387,4,391,0.21,0.19
9,146, THURAIYUR (SC) ,210753,K.selvam,MALE,50,SC,IND,Diamond,350,6,356,0.19,0.17
10,146, THURAIYUR (SC) ,210753,G. Dhineshkumar,MALE,44,SC,IND,Ring,323,3,326,0.18,0.15
11,146, THURAIYUR (SC) ,210753,T. Rajamanickam,MALE,38,SC,PT,Gas cylinder,236,0,236,0.13,0.11
13,146, THURAIYUR (SC) ,210753,Selvam .g,MALE,51,SC,IND,Matchbox,193,0,193,0.1,0.09
14,146, THURAIYUR (SC) ,210753,P.saroja,FEMALE,64,SC,IND,Water melon,140,1,141,0.08,0.07
15,146, THURAIYUR (SC) ,210753,K.saroja,FEMALE,65,SC,IND,Sofa,106,1,107,0.06,0.05
16,146, THURAIYUR (SC) ,210753,E.saroja,FEMALE,45,SC,IND,Scissors,95,0,95,0.05,0.05
1,147, PERAMBALUR (SC) ,290731,Sivakumar. K,MALE,48,SC,TVK,Whistle,89776,1106,90882,35.83,31.26
2,147, PERAMBALUR (SC) ,290731,Dr. Jayalakshmi. S.t,FEMALE,49,SC,DMK,Rising sun,74447,2042,76489,30.15,26.31
3,147, PERAMBALUR (SC) ,290731,Thamizhselvan. R,MALE,52,SC,ADMK,Two leaves,72040,676,72716,28.67,25.01
4,147, PERAMBALUR (SC) ,290731,Suganya. J,FEMALE,37,SC,NTK,Carrying,9312,162,9474,3.74,3.26
6,147, PERAMBALUR (SC) ,290731,Arivazhagan. D,MALE,40,SC,BSP,Elephant,674,4,678,0.27,0.23
7,147, PERAMBALUR (SC) ,290731,Subramanian. R,MALE,37,SC,IND,Diamond,593,2,595,0.23,0.2
8,147, PERAMBALUR (SC) ,290731,Shiyamala. M,FEMALE,42,SC,IND,Gas cylinder,421,0,421,0.17,0.14
9,147, PERAMBALUR (SC) ,290731,Dhamodharan. S,MALE,43,SC,tavk,Camera,358,2,360,0.14,0.12
10,147, PERAMBALUR (SC) ,290731,Chandrakumar. P,MALE,39,SC,IND,Chappals,339,0,339,0.13,0.12
11,147, PERAMBALUR (SC) ,290731,Jayachandran. B,MALE,41,SC,IND,Ship,304,1,305,0.12,0.1
1,148, KUNNAM ,268155,Sivasankar. S.s,MALE,56,GENERAL,DMK,Rising sun,85785,1452,87237,37.84,32.53
2,148, KUNNAM ,268155,Saranya. A,FEMALE,36,GENERAL,ADMK,Two leaves,70712,968,71680,31.09,26.73
3,148, KUNNAM ,268155,Revathi Muthamilselvan,FEMALE,42,GENERAL,TVK,Whistle,58685,485,59170,25.66,22.07
4,148, KUNNAM ,268155,Keerthivasan. R,MALE,26,GENERAL,NTK,Carrying,7356,126,7482,3.25,2.79
8,148, KUNNAM ,268155,Nallathambi. P,MALE,54,GENERAL,IND,Diamond,507,0,507,0.22,0.19
10,148, KUNNAM ,268155,Vinothkumar. M,MALE,33,GENERAL,IND,Trumpet,420,1,421,0.18,0.16
11,148, KUNNAM ,268155,Nallusamy. K.m,MALE,42,SC,BSP,Elephant,405,4,409,0.18,0.15
12,148, KUNNAM ,268155,Muthamilselvan. D,MALE,41,GENERAL,IND,Dumbbells,268,0,268,0.12,0.1
13,148, KUNNAM ,268155,Udhayasuriyan. T,MALE,37,SC,IND,Ring,210,0,210,0.09,0.08
14,148, KUNNAM ,268155,Raja. S.p,MALE,55,GENERAL,tavk,Camera,184,5,189,0.08,0.07
15,148, KUNNAM ,268155,Sivasankaran. P,MALE,47,GENERAL,IND,Gas cylinder,172,0,172,0.07,0.06
16,148, KUNNAM ,268155,Anbuthamizhan. T,MALE,34,GENERAL,TMZPRSUKTC,Matchbox,148,1,149,0.06,0.06
17,148, KUNNAM ,268155,Vivek. T,MALE,36,GENERAL,IND,Mike,138,6,144,0.06,0.05
18,148, KUNNAM ,268155,Saminathan. C,MALE,74,SC,IND,Sitar,137,0,137,0.06,0.05
20,148, KUNNAM ,268155,Kathiravan. A.c,MALE,55,GENERAL,IND,Electric pole,62,0,62,0.03,0.02
1,149, ARIYALUR ,263156,Rajendran S,MALE,66,GENERAL,ADMK,Two leaves,94468,751,95219,40.37,36.18
2,149, ARIYALUR ,263156,Latha Balu,FEMALE,49,GENERAL,DMK,Rising sun,70092,629,70721,29.98,26.87
3,149, ARIYALUR ,263156,Sivakumar M,MALE,48,GENERAL,TVK,Whistle,57001,358,57359,24.32,21.8
4,149, ARIYALUR ,263156,Pugazhendhi D,MALE,26,GENERAL,NTK,Carrying,8425,102,8527,3.62,3.24
5,149, ARIYALUR ,263156,Jothibasu K,MALE,42,GENERAL,IND,Diamond,690,1,691,0.29,0.26
8,149, ARIYALUR ,263156,Vetrivel G,MALE,48,GENERAL,IND,Bench,553,1,554,0.23,0.21
9,149, ARIYALUR ,263156,Stalin V,MALE,36,GENERAL,BSP,Elephant,472,3,475,0.2,0.18
10,149, ARIYALUR ,263156,Semmalai T,MALE,51,GENERAL,IND,Gas cylinder,256,3,259,0.11,0.1
11,149, ARIYALUR ,263156,Rajkumar K,MALE,40,GENERAL,IND,Electric pole,201,0,201,0.09,0.08
12,149, ARIYALUR ,263156,Sudhakar M,MALE,42,GENERAL,tavk,Camera,175,2,177,0.08,0.07
13,149, ARIYALUR ,263156,Kumar K,MALE,53,GENERAL,IND,Safety pin,135,1,136,0.06,0.05
15,149, ARIYALUR ,263156,Krishnamoorthy C,MALE,43,GENERAL,IND,Ladder,71,3,74,0.03,0.03
16,149, ARIYALUR ,263156,Elaiyaraja C,MALE,35,GENERAL,IND,Tongs,70,0,70,0.03,0.03
1,150, JAYANKONDAM ,263862,Vaithilingam G.,MALE,52,GENERAL,PMK,Mango,87999,993,88992,38.94,33.73
2,150, JAYANKONDAM ,263862,Kannan Ka.so.ka.,MALE,47,GENERAL,DMK,Rising sun,69703,799,70502,30.85,26.72
3,150, JAYANKONDAM ,263862,Kavitha Rajendran G.,MALE,65,GENERAL,TVK,Whistle,55101,437,55538,24.3,21.05
4,150, JAYANKONDAM ,263862,Revathi K.,FEMALE,37,GENERAL,NTK,Carrying,6118,74,6192,2.71,2.35
5,150, JAYANKONDAM ,263862,Ravisankar N.,MALE,54,GENERAL,AJPK,Gas cylinder,1196,7,1203,0.53,0.46
6,150, JAYANKONDAM ,263862,Chanthirasekar S.,MALE,45,GENERAL,IND,Capsicum,984,0,984,0.43,0.37
7,150, JAYANKONDAM ,263862,Vinothsavariremijeas C.,MALE,36,GENERAL,IND,Matchbox,791,1,792,0.35,0.3
9,150, JAYANKONDAM ,263862,Sankar M.,MALE,42,GENERAL,RTSMJD,Ring,606,2,608,0.27,0.23
10,150, JAYANKONDAM ,263862,Anandhakumar R.,MALE,56,GENERAL,IND,Jackfruit,582,1,583,0.26,0.22
11,150, JAYANKONDAM ,263862,Jayabalan G.,MALE,66,GENERAL,VTNMK,Water melon,528,0,528,0.23,0.2
12,150, JAYANKONDAM ,263862,Chinnadurai S.,MALE,53,GENERAL,BSP,Elephant,470,5,475,0.21,0.18
14,150, JAYANKONDAM ,263862,Pagutharivalan A.,MALE,35,GENERAL,tavk,Camera,266,3,269,0.12,0.1
15,150, JAYANKONDAM ,263862,Gurunathan N.,MALE,53,GENERAL,IND,Bat,175,2,177,0.08,0.07
16,150, JAYANKONDAM ,263862,Kannan K.,MALE,39,GENERAL,IND,Road roller,158,0,158,0.07,0.06
17,150, JAYANKONDAM ,263862,Azhagesan V.r.,MALE,66,GENERAL,DMSK,Balloon,151,0,151,0.07,0.06
18,150, JAYANKONDAM ,263862,Isac Newtan J.,MALE,31,GENERAL,IND,Cauliflower,114,1,115,0.05,0.04
19,150, JAYANKONDAM ,263862,Vezhaventhan D.,MALE,40,GENERAL,IND,Bucket,99,1,100,0.04,0.04
20,150, JAYANKONDAM ,263862,Venkatajalapathi R.,MALE,59,GENERAL,IND,Stumps,53,1,54,0.02,0.02
1,151, TITTAKUDI (SC) ,209006,Ganesan C.v,MALE,67,SC,DMK,Rising sun,62086,1020,63106,35.91,30.19
2,151, TITTAKUDI (SC) ,209006,Rajasekar A,MALE,46,SC,TVK,Whistle,60153,324,60477,34.41,28.94
3,151, TITTAKUDI (SC) ,209006,Murugumaran N,MALE,54,SC,ADMK,Two leaves,42159,343,42502,24.18,20.34
4,151, TITTAKUDI (SC) ,209006,Mahalakshmi V,FEMALE,27,SC,NTK,Carrying,5659,50,5709,3.25,2.73
6,151, TITTAKUDI (SC) ,209006,Velmurugan G,MALE,31,SC,IND,Mike,548,1,549,0.31,0.26
8,151, TITTAKUDI (SC) ,209006,Murugan A,MALE,51,SC,IND,Peas,400,1,401,0.23,0.19
9,151, TITTAKUDI (SC) ,209006,Ravichandran K.p,MALE,59,SC,BSP,Elephant,397,2,399,0.23,0.19
10,151, TITTAKUDI (SC) ,209006,Sathya M,FEMALE,31,SC,AJPK,Gas cylinder,362,0,362,0.21,0.17
11,151, TITTAKUDI (SC) ,209006,Jaya K,FEMALE,47,SC,tavk,Camera,336,2,338,0.19,0.16
12,151, TITTAKUDI (SC) ,209006,Perinbam D,MALE,39,SC,IND,Jackfruit,313,2,315,0.18,0.15
14,151, TITTAKUDI (SC) ,209006,Jayaraman N,MALE,35,SC,BHUDRP,Gift pack,158,0,158,0.09,0.08
15,151, TITTAKUDI (SC) ,209006,Padmanathan V,MALE,53,SC,IND,Water melon,135,1,136,0.08,0.07
1,152, VRIDDHACHALAM ,240844,Premallatha Vijayakant,FEMALE,60,GENERAL,DMDK,Nagara,68625,726,69351,33.15,28.79
2,152, VRIDDHACHALAM ,240844,Vijay.s,MALE,40,GENERAL,TVK,Whistle,66429,535,66964,32.01,27.8
3,152, VRIDDHACHALAM ,240844,Dr.tamizharasi.p,FEMALE,71,GENERAL,PMK,Mango,59086,705,59791,28.58,24.83
4,152, VRIDDHACHALAM ,240844,Ananthi Dhandapani,FEMALE,37,GENERAL,NTK,Carrying,5962,85,6047,2.89,2.51
5,152, VRIDDHACHALAM ,240844,Arivazhagan.e.n,MALE,50,GENERAL,tavk,Camera,1872,24,1896,0.91,0.79
6,152, VRIDDHACHALAM ,240844,Arivudainambi.s,MALE,56,SC,ACDP,Jackfruit,900,4,904,0.43,0.38
8,152, VRIDDHACHALAM ,240844,Durai.k,MALE,49,GENERAL,IND,Mike,737,1,738,0.35,0.31
9,152, VRIDDHACHALAM ,240844,Gnanasundari.m,FEMALE,40,GENERAL,AJPK,Gas cylinder,608,3,611,0.29,0.25
10,152, VRIDDHACHALAM ,240844,Sivaprakasam.v,MALE,68,SC,BSP,Elephant,370,4,374,0.18,0.16
11,152, VRIDDHACHALAM ,240844,Srinivasan.r,MALE,53,GENERAL,IND,Gift pack,326,2,328,0.16,0.14
12,152, VRIDDHACHALAM ,240844,Balu.p,MALE,39,SC,IND,Almirah,252,0,252,0.12,0.1
14,152, VRIDDHACHALAM ,240844,Ezhilkumar.k,MALE,43,GENERAL,IND,Bat,174,1,175,0.08,0.07
16,152, VRIDDHACHALAM ,240844,Jayaprakash.s,MALE,37,GENERAL,IND,Diamond,161,1,162,0.08,0.07
17,152, VRIDDHACHALAM ,240844,Sivasankaran.k,MALE,38,SC,IND,Capsicum,160,1,161,0.08,0.07
19,152, VRIDDHACHALAM ,240844,Prabakaran.t,MALE,35,GENERAL,IND,Ship,129,0,129,0.06,0.05
1,153, NEYVELI ,191337,Rajendran.r,MALE,65,GENERAL,ADMK,Two leaves,62862,869,63731,37.76,33.31
2,153, NEYVELI ,191337,Saba.rajendran,MALE,64,GENERAL,DMK,Rising sun,51951,818,52769,31.26,27.58
3,153, NEYVELI ,191337,Anand.k,MALE,40,GENERAL,TVK,Whistle,33956,335,34291,20.32,17.92
4,153, NEYVELI ,191337,Thirumalvalavan.t,MALE,56,GENERAL,tavk,Camera,11246,135,11381,6.74,5.95
5,153, NEYVELI ,191337,Veeramani.b,MALE,46,GENERAL,NTK,Carrying,4382,62,4444,2.63,2.32
8,153, NEYVELI ,191337,Manimaran.p,MALE,45,GENERAL,IND,Wallet,343,4,347,0.21,0.18
9,153, NEYVELI ,191337,Chezhiyan.g,MALE,39,GENERAL,IND,Television,220,1,221,0.13,0.12
11,153, NEYVELI ,191337,Jothimurugan.v,MALE,42,SC,BSP,Elephant,130,1,131,0.08,0.07
12,153, NEYVELI ,191337,Sathiyaseelan.m,MALE,44,SC,IND,Ship,100,2,102,0.06,0.05
1,154, PANRUTI ,241839,Mohan. K,MALE,43,GENERAL,ADMK,Two leaves,77385,1013,78398,37.2,32.42
2,154, PANRUTI ,241839,Abdur Rahman. A.r,MALE,61,GENERAL,VCK,Pot,66816,919,67735,32.14,28.01
3,154, PANRUTI ,241839,Manikandan. M,MALE,35,GENERAL,TVK,Whistle,55455,567,56022,26.58,23.16
